"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","SOCEXP","PUB","PC_GDP","A","1994",3.64,
"TUR","SOCEXP","PUB","PC_GDP","A","1995",3.365,
"TUR","SOCEXP","PUB","PC_GDP","A","1996",4.59,
"TUR","SOCEXP","PUB","PC_GDP","A","1997",4.845,
"TUR","SOCEXP","PUB","PC_GDP","A","1998",5.022,
"TUR","SOCEXP","PUB","PC_GDP","A","1999",5.731,
"TUR","SOCEXP","PUB","PC_GDP","A","2000",7.549,
"TUR","SOCEXP","PUB","PC_GDP","A","2001",8.228,
"TUR","SOCEXP","PUB","PC_GDP","A","2002",8.801,
"TUR","SOCEXP","PUB","PC_GDP","A","2003",9.76,
"TUR","SOCEXP","PUB","PC_GDP","A","2004",10.053,
"TUR","SOCEXP","PUB","PC_GDP","A","2005",10.087,
"TUR","SOCEXP","PUB","PC_GDP","A","2006",10.358,
"TUR","SOCEXP","PUB","PC_GDP","A","2007",10.907,
"TUR","SOCEXP","PUB","PC_GDP","A","2008",11.106,
"TUR","SOCEXP","PUB","PC_GDP","A","2009",13.022,
"TUR","SOCEXP","PUB","PC_GDP","A","2010",12.336,
"TUR","SOCEXP","PUB","PC_GDP","A","2011",11.858,
"TUR","SOCEXP","PUB","PC_GDP","A","2012",12.004,
"TUR","SOCEXP","PUB","PC_GDP","A","2013",11.804,
"TUR","SOCEXP","PUB","PC_GDP","A","2014",11.696,
"TUR","SOCEXP","PUB","PC_GDP","A","2015",11.572,
"TUR","SOCEXP","PUB","PC_GDP","A","2016",12.524,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2009",11.96,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2011",10.72,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2013",10.631,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2015",11.076,
"TUR","SOCEXP","PUB","USD_CAP","A","1980",180.914,
"TUR","SOCEXP","PUB","USD_CAP","A","1981",135.897,
"TUR","SOCEXP","PUB","USD_CAP","A","1982",148.606,
"TUR","SOCEXP","PUB","USD_CAP","A","1983",157.315,
"TUR","SOCEXP","PUB","USD_CAP","A","1984",197.023,
"TUR","SOCEXP","PUB","USD_CAP","A","1985",176.032,
"TUR","SOCEXP","PUB","USD_CAP","A","1986",197.729,
"TUR","SOCEXP","PUB","USD_CAP","A","1987",222.157,
"TUR","SOCEXP","PUB","USD_CAP","A","1988",260.49,
"TUR","SOCEXP","PUB","USD_CAP","A","1989",310.114,
"TUR","SOCEXP","PUB","USD_CAP","A","1990",409.558,
"TUR","SOCEXP","PUB","USD_CAP","A","1991",434.567,
"TUR","SOCEXP","PUB","USD_CAP","A","1992",465.204,
"TUR","SOCEXP","PUB","USD_CAP","A","1993",471.638,
"TUR","SOCEXP","PUB","USD_CAP","A","1994",402.15,
"TUR","SOCEXP","PUB","USD_CAP","A","1995",392.332,
"TUR","SOCEXP","PUB","USD_CAP","A","1996",563.984,
"TUR","SOCEXP","PUB","USD_CAP","A","1997",630.697,
"TUR","SOCEXP","PUB","USD_CAP","A","1998",664.476,
"TUR","SOCEXP","PUB","USD_CAP","A","1999",722.079,
"TUR","SOCEXP","PUB","USD_CAP","A","2000",1000.374,
"TUR","SOCEXP","PUB","USD_CAP","A","2001",1011.419,
"TUR","SOCEXP","PUB","USD_CAP","A","2002",1136.179,
"TUR","SOCEXP","PUB","USD_CAP","A","2003",1313.449,
"TUR","SOCEXP","PUB","USD_CAP","A","2004",1464.75,
"TUR","SOCEXP","PUB","USD_CAP","A","2005",1582.4,
"TUR","SOCEXP","PUB","USD_CAP","A","2006",1719.723,
"TUR","SOCEXP","PUB","USD_CAP","A","2007",1879.646,
"TUR","SOCEXP","PUB","USD_CAP","A","2008",1906.202,
"TUR","SOCEXP","PUB","USD_CAP","A","2009",2101.761,
"TUR","SOCEXP","PUB","USD_CAP","A","2010",2131.768,
"TUR","SOCEXP","PUB","USD_CAP","A","2011",2247.811,
"TUR","SOCEXP","PUB","USD_CAP","A","2012",2354.312,
"TUR","SOCEXP","PUB","USD_CAP","A","2013",2482.505,
"TUR","SOCEXP","PUB","USD_CAP","A","2014",2558.455,
"TUR","SOCEXP","PUB","USD_CAP","A","2015",2656.921,
"TUR","SOCEXP","PUB","USD_CAP","A","2016",2936.529,
"GBR","SOCEXP","PRIV","PC_GDP","A","1980",3.41,
"GBR","SOCEXP","PRIV","PC_GDP","A","1981",3.818,
"GBR","SOCEXP","PRIV","PC_GDP","A","1982",4.033,
"GBR","SOCEXP","PRIV","PC_GDP","A","1983",4.225,
"GBR","SOCEXP","PRIV","PC_GDP","A","1984",4.388,
"GBR","SOCEXP","PRIV","PC_GDP","A","1985",4.372,
"GBR","SOCEXP","PRIV","PC_GDP","A","1986",4.491,
"GBR","SOCEXP","PRIV","PC_GDP","A","1987",4.578,
"GBR","SOCEXP","PRIV","PC_GDP","A","1988",4.361,
"GBR","SOCEXP","PRIV","PC_GDP","A","1989",4.38,
"GBR","SOCEXP","PRIV","PC_GDP","A","1990",4.73,
"GBR","SOCEXP","PRIV","PC_GDP","A","1991",5.634,
"GBR","SOCEXP","PRIV","PC_GDP","A","1992",6.192,
"GBR","SOCEXP","PRIV","PC_GDP","A","1993",6.34,
"GBR","SOCEXP","PRIV","PC_GDP","A","1994",6.329,
"GBR","SOCEXP","PRIV","PC_GDP","A","1995",5.781,
"GBR","SOCEXP","PRIV","PC_GDP","A","1996",5.8,
"GBR","SOCEXP","PRIV","PC_GDP","A","1997",6.301,
"GBR","SOCEXP","PRIV","PC_GDP","A","1998",6.15,
"GBR","SOCEXP","PRIV","PC_GDP","A","1999",6.322,
"GBR","SOCEXP","PRIV","PC_GDP","A","2000",7.204,
"GBR","SOCEXP","PRIV","PC_GDP","A","2001",6.761,
"GBR","SOCEXP","PRIV","PC_GDP","A","2002",6.116,
"GBR","SOCEXP","PRIV","PC_GDP","A","2003",6.12,
"GBR","SOCEXP","PRIV","PC_GDP","A","2004",5.923,
"GBR","SOCEXP","PRIV","PC_GDP","A","2005",6.055,
"GBR","SOCEXP","PRIV","PC_GDP","A","2006",5.994,
"GBR","SOCEXP","PRIV","PC_GDP","A","2007",5.357,
"GBR","SOCEXP","PRIV","PC_GDP","A","2008",5.596,
"GBR","SOCEXP","PRIV","PC_GDP","A","2009",6.088,
"GBR","SOCEXP","PRIV","PC_GDP","A","2010",6.439,
"GBR","SOCEXP","PRIV","PC_GDP","A","2011",6.498,
"GBR","SOCEXP","PRIV","PC_GDP","A","2012",6.6,
"GBR","SOCEXP","PRIV","PC_GDP","A","2013",6.384,
"GBR","SOCEXP","PRIV","PC_GDP","A","2014",6.22,
"GBR","SOCEXP","PRIV","PC_GDP","A","2015",6.236,
"GBR","SOCEXP","PUB","PC_GDP","A","1980",15.587,
"GBR","SOCEXP","PUB","PC_GDP","A","1981",16.879,
"GBR","SOCEXP","PUB","PC_GDP","A","1982",17.324,
"GBR","SOCEXP","PUB","PC_GDP","A","1983",18.123,
"GBR","SOCEXP","PUB","PC_GDP","A","1984",18.056,
"GBR","SOCEXP","PUB","PC_GDP","A","1985",18.181,
"GBR","SOCEXP","PUB","PC_GDP","A","1986",18.193,
"GBR","SOCEXP","PUB","PC_GDP","A","1987",17.389,
"GBR","SOCEXP","PUB","PC_GDP","A","1988",16.133,
"GBR","SOCEXP","PUB","PC_GDP","A","1989",15.458,
"GBR","SOCEXP","PUB","PC_GDP","A","1990",14.903,
"GBR","SOCEXP","PUB","PC_GDP","A","1991",16.385,
"GBR","SOCEXP","PUB","PC_GDP","A","1992",17.821,
"GBR","SOCEXP","PUB","PC_GDP","A","1993",18.423,
"GBR","SOCEXP","PUB","PC_GDP","A","1994",17.76,
"GBR","SOCEXP","PUB","PC_GDP","A","1995",16.717,
"GBR","SOCEXP","PUB","PC_GDP","A","1996",16.522,
"GBR","SOCEXP","PUB","PC_GDP","A","1997",15.806,
"GBR","SOCEXP","PUB","PC_GDP","A","1998",16.242,
"GBR","SOCEXP","PUB","PC_GDP","A","1999",16.056,
"GBR","SOCEXP","PUB","PC_GDP","A","2000",16.192,
"GBR","SOCEXP","PUB","PC_GDP","A","2001",17.032,
"GBR","SOCEXP","PUB","PC_GDP","A","2002",17.126,
"GBR","SOCEXP","PUB","PC_GDP","A","2003",17.883,
"GBR","SOCEXP","PUB","PC_GDP","A","2004",18.379,
"GBR","SOCEXP","PUB","PC_GDP","A","2005",18.338,
"GBR","SOCEXP","PUB","PC_GDP","A","2006",18.239,
"GBR","SOCEXP","PUB","PC_GDP","A","2007",18.814,
"GBR","SOCEXP","PUB","PC_GDP","A","2008",20.108,
"GBR","SOCEXP","PUB","PC_GDP","A","2009",22.242,
"GBR","SOCEXP","PUB","PC_GDP","A","2010",22.423,
"GBR","SOCEXP","PUB","PC_GDP","A","2011",22.16,
"GBR","SOCEXP","PUB","PC_GDP","A","2012",22.229,
"GBR","SOCEXP","PUB","PC_GDP","A","2013",22.45,
"GBR","SOCEXP","PUB","PC_GDP","A","2014",21.858,
"GBR","SOCEXP","PUB","PC_GDP","A","2015",21.609,
"GBR","SOCEXP","PUB","PC_GDP","A","2016",21.24,
"GBR","SOCEXP","PUB","PC_GDP","A","2017",20.753,
"GBR","SOCEXP","PUB","PC_GDP","A","2018",20.591,
"GBR","SOCEXP","PUBNET","PC_GDP","A","1997",14.718,
"GBR","SOCEXP","PUBNET","PC_GDP","A","1999",14.841,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2001",15.892,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2003",16.943,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2005",17.407,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2007",17.87,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2009",21.219,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2011",20.835,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2013",21.07,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2015",19.89,
"GBR","SOCEXP","TOTNET","PC_GDP","A","1997",19.872,
"GBR","SOCEXP","TOTNET","PC_GDP","A","1999",19.961,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2001",21.404,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2003",21.925,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2005",22.106,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2007",22.026,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2009",26.065,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2011",25.822,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2013",26,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2015",24.492,
"GBR","SOCEXP","PUB","USD_CAP","A","1980",3130.924,
"GBR","SOCEXP","PUB","USD_CAP","A","1981",3388.943,
"GBR","SOCEXP","PUB","USD_CAP","A","1982",3570.926,
"GBR","SOCEXP","PUB","USD_CAP","A","1983",3871.133,
"GBR","SOCEXP","PUB","USD_CAP","A","1984",3956.619,
"GBR","SOCEXP","PUB","USD_CAP","A","1985",4129.151,
"GBR","SOCEXP","PUB","USD_CAP","A","1986",4275.781,
"GBR","SOCEXP","PUB","USD_CAP","A","1987",4299.912,
"GBR","SOCEXP","PUB","USD_CAP","A","1988",4175.268,
"GBR","SOCEXP","PUB","USD_CAP","A","1989",4072.006,
"GBR","SOCEXP","PUB","USD_CAP","A","1990",3923.841,
"GBR","SOCEXP","PUB","USD_CAP","A","1991",4269.627,
"GBR","SOCEXP","PUB","USD_CAP","A","1992",4675.02,
"GBR","SOCEXP","PUB","USD_CAP","A","1993",4960.267,
"GBR","SOCEXP","PUB","USD_CAP","A","1994",4938.787,
"GBR","SOCEXP","PUB","USD_CAP","A","1995",4749.991,
"GBR","SOCEXP","PUB","USD_CAP","A","1996",4819.456,
"GBR","SOCEXP","PUB","USD_CAP","A","1997",4773.689,
"GBR","SOCEXP","PUB","USD_CAP","A","1998",5045.175,
"GBR","SOCEXP","PUB","USD_CAP","A","1999",5135.775,
"GBR","SOCEXP","PUB","USD_CAP","A","2000",5334.741,
"GBR","SOCEXP","PUB","USD_CAP","A","2001",5730.667,
"GBR","SOCEXP","PUB","USD_CAP","A","2002",5891.281,
"GBR","SOCEXP","PUB","USD_CAP","A","2003",6310.829,
"GBR","SOCEXP","PUB","USD_CAP","A","2004",6612.955,
"GBR","SOCEXP","PUB","USD_CAP","A","2005",6740.802,
"GBR","SOCEXP","PUB","USD_CAP","A","2006",6818.527,
"GBR","SOCEXP","PUB","USD_CAP","A","2007",7090.092,
"GBR","SOCEXP","PUB","USD_CAP","A","2008",7412.08,
"GBR","SOCEXP","PUB","USD_CAP","A","2009",7915.915,
"GBR","SOCEXP","PUB","USD_CAP","A","2010",8045.446,
"GBR","SOCEXP","PUB","USD_CAP","A","2011",8003.349,
"GBR","SOCEXP","PUB","USD_CAP","A","2012",8106.018,
"GBR","SOCEXP","PUB","USD_CAP","A","2013",8320.336,
"GBR","SOCEXP","PUB","USD_CAP","A","2014",8269.325,
"GBR","SOCEXP","PUB","USD_CAP","A","2015",8292.259,
"USA","SOCEXP","PRIV","PC_GDP","A","1980",4.747,
"USA","SOCEXP","PRIV","PC_GDP","A","1981",5.159,
"USA","SOCEXP","PRIV","PC_GDP","A","1982",5.633,
"USA","SOCEXP","PRIV","PC_GDP","A","1983",5.861,
"USA","SOCEXP","PRIV","PC_GDP","A","1984",6.1,
"USA","SOCEXP","PRIV","PC_GDP","A","1985",6.585,
"USA","SOCEXP","PRIV","PC_GDP","A","1986",6.664,
"USA","SOCEXP","PRIV","PC_GDP","A","1987",6.903,
"USA","SOCEXP","PRIV","PC_GDP","A","1988",7.018,
"USA","SOCEXP","PRIV","PC_GDP","A","1989",7.6,
"USA","SOCEXP","PRIV","PC_GDP","A","1990",7.875,
"USA","SOCEXP","PRIV","PC_GDP","A","1991",8.208,
"USA","SOCEXP","PRIV","PC_GDP","A","1992",8.473,
"USA","SOCEXP","PRIV","PC_GDP","A","1993",8.443,
"USA","SOCEXP","PRIV","PC_GDP","A","1994",8.45,
"USA","SOCEXP","PRIV","PC_GDP","A","1995",8.58,
"USA","SOCEXP","PRIV","PC_GDP","A","1996",8.885,
"USA","SOCEXP","PRIV","PC_GDP","A","1997",8.949,
"USA","SOCEXP","PRIV","PC_GDP","A","1998",9.028,
"USA","SOCEXP","PRIV","PC_GDP","A","1999",9.212,
"USA","SOCEXP","PRIV","PC_GDP","A","2000",9.376,
"USA","SOCEXP","PRIV","PC_GDP","A","2001",9.589,
"USA","SOCEXP","PRIV","PC_GDP","A","2002",9.998,
"USA","SOCEXP","PRIV","PC_GDP","A","2003",10.215,
"USA","SOCEXP","PRIV","PC_GDP","A","2004",10.261,
"USA","SOCEXP","PRIV","PC_GDP","A","2005",10.263,
"USA","SOCEXP","PRIV","PC_GDP","A","2006",10.531,
"USA","SOCEXP","PRIV","PC_GDP","A","2007",10.838,
"USA","SOCEXP","PRIV","PC_GDP","A","2008",10.724,
"USA","SOCEXP","PRIV","PC_GDP","A","2009",10.774,
"USA","SOCEXP","PRIV","PC_GDP","A","2010",11.523,
"USA","SOCEXP","PRIV","PC_GDP","A","2011",11.604,
"USA","SOCEXP","PRIV","PC_GDP","A","2012",11.929,
"USA","SOCEXP","PRIV","PC_GDP","A","2013",12.079,
"USA","SOCEXP","PRIV","PC_GDP","A","2014",12.263,
"USA","SOCEXP","PRIV","PC_GDP","A","2015",12.483,
"USA","SOCEXP","PUB","PC_GDP","A","1980",12.837,
"USA","SOCEXP","PUB","PC_GDP","A","1981",13.183,
"USA","SOCEXP","PUB","PC_GDP","A","1982",13.611,
"USA","SOCEXP","PUB","PC_GDP","A","1983",13.77,
"USA","SOCEXP","PUB","PC_GDP","A","1984",12.883,
"USA","SOCEXP","PUB","PC_GDP","A","1985",12.568,
"USA","SOCEXP","PUB","PC_GDP","A","1986",12.896,
"USA","SOCEXP","PUB","PC_GDP","A","1987",12.846,
"USA","SOCEXP","PUB","PC_GDP","A","1988",12.805,
"USA","SOCEXP","PUB","PC_GDP","A","1989",12.796,
"USA","SOCEXP","PUB","PC_GDP","A","1990",13.16,
"USA","SOCEXP","PUB","PC_GDP","A","1991",14.129,
"USA","SOCEXP","PUB","PC_GDP","A","1992",14.805,
"USA","SOCEXP","PUB","PC_GDP","A","1993",15.07,
"USA","SOCEXP","PUB","PC_GDP","A","1994",15.015,
"USA","SOCEXP","PUB","PC_GDP","A","1995",15.06,
"USA","SOCEXP","PUB","PC_GDP","A","1996",14.855,
"USA","SOCEXP","PUB","PC_GDP","A","1997",14.427,
"USA","SOCEXP","PUB","PC_GDP","A","1998",14.491,
"USA","SOCEXP","PUB","PC_GDP","A","1999",14.23,
"USA","SOCEXP","PUB","PC_GDP","A","2000",14.25,
"USA","SOCEXP","PUB","PC_GDP","A","2001",14.837,
"USA","SOCEXP","PUB","PC_GDP","A","2002",15.687,
"USA","SOCEXP","PUB","PC_GDP","A","2003",15.945,
"USA","SOCEXP","PUB","PC_GDP","A","2004",15.809,
"USA","SOCEXP","PUB","PC_GDP","A","2005",15.647,
"USA","SOCEXP","PUB","PC_GDP","A","2006",15.727,
"USA","SOCEXP","PUB","PC_GDP","A","2007",15.862,
"USA","SOCEXP","PUB","PC_GDP","A","2008",16.5,
"USA","SOCEXP","PUB","PC_GDP","A","2009",18.595,
"USA","SOCEXP","PUB","PC_GDP","A","2010",19.368,
"USA","SOCEXP","PUB","PC_GDP","A","2011",19.083,
"USA","SOCEXP","PUB","PC_GDP","A","2012",18.83,
"USA","SOCEXP","PUB","PC_GDP","A","2013",18.804,
"USA","SOCEXP","PUB","PC_GDP","A","2014",18.783,
"USA","SOCEXP","PUB","PC_GDP","A","2015",18.848,
"USA","SOCEXP","PUB","PC_GDP","A","2016",18.91,
"USA","SOCEXP","PUB","PC_GDP","A","2017",18.886,
"USA","SOCEXP","PUB","PC_GDP","A","2018",18.717,
"USA","SOCEXP","PUBNET","PC_GDP","A","1993",15.45,
"USA","SOCEXP","PUBNET","PC_GDP","A","1995",15.602,
"USA","SOCEXP","PUBNET","PC_GDP","A","1997",14.941,
"USA","SOCEXP","PUBNET","PC_GDP","A","1999",14.671,
"USA","SOCEXP","PUBNET","PC_GDP","A","2001",15.85,
"USA","SOCEXP","PUBNET","PC_GDP","A","2003",17.128,
"USA","SOCEXP","PUBNET","PC_GDP","A","2005",16.807,
"USA","SOCEXP","PUBNET","PC_GDP","A","2007",16.921,
"USA","SOCEXP","PUBNET","PC_GDP","A","2009",19.756,
"USA","SOCEXP","PUBNET","PC_GDP","A","2011",20.324,
"USA","SOCEXP","PUBNET","PC_GDP","A","2013",20.639,
"USA","SOCEXP","PUBNET","PC_GDP","A","2015",20.707,
"USA","SOCEXP","TOTNET","PC_GDP","A","1993",22.476,
"USA","SOCEXP","TOTNET","PC_GDP","A","1995",22.562,
"USA","SOCEXP","TOTNET","PC_GDP","A","1997",22.264,
"USA","SOCEXP","TOTNET","PC_GDP","A","1999",22.271,
"USA","SOCEXP","TOTNET","PC_GDP","A","2001",23.586,
"USA","SOCEXP","TOTNET","PC_GDP","A","2003",25.472,
"USA","SOCEXP","TOTNET","PC_GDP","A","2005",25.17,
"USA","SOCEXP","TOTNET","PC_GDP","A","2007",25.692,
"USA","SOCEXP","TOTNET","PC_GDP","A","2009",28.563,
"USA","SOCEXP","TOTNET","PC_GDP","A","2011",29.774,
"USA","SOCEXP","TOTNET","PC_GDP","A","2013",29.605,
"USA","SOCEXP","TOTNET","PC_GDP","A","2015",30.028,
"USA","SOCEXP","PUB","USD_CAP","A","1980",3693.149,
"USA","SOCEXP","PUB","USD_CAP","A","1981",3825.987,
"USA","SOCEXP","PUB","USD_CAP","A","1982",3878.36,
"USA","SOCEXP","PUB","USD_CAP","A","1983",4005.502,
"USA","SOCEXP","PUB","USD_CAP","A","1984",3961.085,
"USA","SOCEXP","PUB","USD_CAP","A","1985",4019.104,
"USA","SOCEXP","PUB","USD_CAP","A","1986",4237.042,
"USA","SOCEXP","PUB","USD_CAP","A","1987",4328.35,
"USA","SOCEXP","PUB","USD_CAP","A","1988",4448.349,
"USA","SOCEXP","PUB","USD_CAP","A","1989",4571.279,
"USA","SOCEXP","PUB","USD_CAP","A","1990",4759.556,
"USA","SOCEXP","PUB","USD_CAP","A","1991",5065.323,
"USA","SOCEXP","PUB","USD_CAP","A","1992",5377.014,
"USA","SOCEXP","PUB","USD_CAP","A","1993",5561.223,
"USA","SOCEXP","PUB","USD_CAP","A","1994",5676.939,
"USA","SOCEXP","PUB","USD_CAP","A","1995",5797.361,
"USA","SOCEXP","PUB","USD_CAP","A","1996",5851.377,
"USA","SOCEXP","PUB","USD_CAP","A","1997",5858.544,
"USA","SOCEXP","PUB","USD_CAP","A","1998",6074.924,
"USA","SOCEXP","PUB","USD_CAP","A","1999",6170.414,
"USA","SOCEXP","PUB","USD_CAP","A","2000",6370.515,
"USA","SOCEXP","PUB","USD_CAP","A","2001",6678.557,
"USA","SOCEXP","PUB","USD_CAP","A","2002",7104.359,
"USA","SOCEXP","PUB","USD_CAP","A","2003",7337.233,
"USA","SOCEXP","PUB","USD_CAP","A","2004",7465.472,
"USA","SOCEXP","PUB","USD_CAP","A","2005",7573.995,
"USA","SOCEXP","PUB","USD_CAP","A","2006",7754.178,
"USA","SOCEXP","PUB","USD_CAP","A","2007",7900.266,
"USA","SOCEXP","PUB","USD_CAP","A","2008",8158.014,
"USA","SOCEXP","PUB","USD_CAP","A","2009",8915.416,
"USA","SOCEXP","PUB","USD_CAP","A","2010",9317.288,
"USA","SOCEXP","PUB","USD_CAP","A","2011",9277.238,
"USA","SOCEXP","PUB","USD_CAP","A","2012",9275.863,
"USA","SOCEXP","PUB","USD_CAP","A","2013",9364.671,
"USA","SOCEXP","PUB","USD_CAP","A","2014",9505.746,
"USA","SOCEXP","PUB","USD_CAP","A","2015",9734.397,
"USA","SOCEXP","PUB","USD_CAP","A","2016",9875.177,
"CHL","SOCEXP","PRIV","PC_GDP","A","1987",0.351,
"CHL","SOCEXP","PRIV","PC_GDP","A","1988",0.373,
"CHL","SOCEXP","PRIV","PC_GDP","A","1989",0.454,
"CHL","SOCEXP","PRIV","PC_GDP","A","1990",0.546,
"CHL","SOCEXP","PRIV","PC_GDP","A","1991",0.653,
"CHL","SOCEXP","PRIV","PC_GDP","A","1992",0.771,
"CHL","SOCEXP","PRIV","PC_GDP","A","1993",0.885,
"CHL","SOCEXP","PRIV","PC_GDP","A","1994",1.069,
"CHL","SOCEXP","PRIV","PC_GDP","A","1995",1.186,
"CHL","SOCEXP","PRIV","PC_GDP","A","1996",1.263,
"CHL","SOCEXP","PRIV","PC_GDP","A","1997",1.33,
"CHL","SOCEXP","PRIV","PC_GDP","A","1998",1.349,
"CHL","SOCEXP","PRIV","PC_GDP","A","1999",1.485,
"CHL","SOCEXP","PRIV","PC_GDP","A","2000",2.673,
"CHL","SOCEXP","PRIV","PC_GDP","A","2001",2.767,
"CHL","SOCEXP","PRIV","PC_GDP","A","2002",2.741,
"CHL","SOCEXP","PRIV","PC_GDP","A","2003",2.695,
"CHL","SOCEXP","PRIV","PC_GDP","A","2004",2.732,
"CHL","SOCEXP","PRIV","PC_GDP","A","2005",2.663,
"CHL","SOCEXP","PRIV","PC_GDP","A","2006",2.518,
"CHL","SOCEXP","PRIV","PC_GDP","A","2007",2.612,
"CHL","SOCEXP","PRIV","PC_GDP","A","2008",2.946,
"CHL","SOCEXP","PRIV","PC_GDP","A","2009",3.132,
"CHL","SOCEXP","PRIV","PC_GDP","A","2010",2.967,
"CHL","SOCEXP","PRIV","PC_GDP","A","2011",3.051,
"CHL","SOCEXP","PRIV","PC_GDP","A","2012",3.173,
"CHL","SOCEXP","PRIV","PC_GDP","A","2013",3.341,
"CHL","SOCEXP","PRIV","PC_GDP","A","2014",3.398,
"CHL","SOCEXP","PRIV","PC_GDP","A","2015",3.51,
"CHL","SOCEXP","PRIV","PC_GDP","A","2016",3.508,
"CHL","SOCEXP","PRIV","PC_GDP","A","2017",3.457,
"CHL","SOCEXP","PUB","PC_GDP","A","1987",11.823,
"CHL","SOCEXP","PUB","PC_GDP","A","1988",10.515,
"CHL","SOCEXP","PUB","PC_GDP","A","1989",9.921,
"CHL","SOCEXP","PUB","PC_GDP","A","1990",9.792,
"CHL","SOCEXP","PUB","PC_GDP","A","1991",9.773,
"CHL","SOCEXP","PUB","PC_GDP","A","1992",9.336,
"CHL","SOCEXP","PUB","PC_GDP","A","1993",9.452,
"CHL","SOCEXP","PUB","PC_GDP","A","1994",9.191,
"CHL","SOCEXP","PUB","PC_GDP","A","1995",10.971,
"CHL","SOCEXP","PUB","PC_GDP","A","1996",11.864,
"CHL","SOCEXP","PUB","PC_GDP","A","1997",11.582,
"CHL","SOCEXP","PUB","PC_GDP","A","1998",11.906,
"CHL","SOCEXP","PUB","PC_GDP","A","1999",12.706,
"CHL","SOCEXP","PUB","PC_GDP","A","2000",10.397,
"CHL","SOCEXP","PUB","PC_GDP","A","2001",10.117,
"CHL","SOCEXP","PUB","PC_GDP","A","2002",10.155,
"CHL","SOCEXP","PUB","PC_GDP","A","2003",10.036,
"CHL","SOCEXP","PUB","PC_GDP","A","2004",9.289,
"CHL","SOCEXP","PUB","PC_GDP","A","2005",8.871,
"CHL","SOCEXP","PUB","PC_GDP","A","2006",8.258,
"CHL","SOCEXP","PUB","PC_GDP","A","2007",8.431,
"CHL","SOCEXP","PUB","PC_GDP","A","2008",9.493,
"CHL","SOCEXP","PUB","PC_GDP","A","2009",11.062,
"CHL","SOCEXP","PUB","PC_GDP","A","2010",10.432,
"CHL","SOCEXP","PUB","PC_GDP","A","2011",9.962,
"CHL","SOCEXP","PUB","PC_GDP","A","2012",10.078,
"CHL","SOCEXP","PUB","PC_GDP","A","2013",9.996,
"CHL","SOCEXP","PUB","PC_GDP","A","2014",10.265,
"CHL","SOCEXP","PUB","PC_GDP","A","2015",10.772,
"CHL","SOCEXP","PUB","PC_GDP","A","2016",11.023,
"CHL","SOCEXP","PUB","PC_GDP","A","2017",10.949,
"CHL","SOCEXP","PUBNET","PC_GDP","A","2009",10.727,
"CHL","SOCEXP","PUBNET","PC_GDP","A","2011",9.604,
"CHL","SOCEXP","PUBNET","PC_GDP","A","2013",9.711,
"CHL","SOCEXP","PUBNET","PC_GDP","A","2015",10.419,
"CHL","SOCEXP","TOTNET","PC_GDP","A","2009",13.169,
"CHL","SOCEXP","TOTNET","PC_GDP","A","2011",12.047,
"CHL","SOCEXP","TOTNET","PC_GDP","A","2013",12.385,
"CHL","SOCEXP","TOTNET","PC_GDP","A","2015",13.277,
"EST","SOCEXP","PRIV","PC_GDP","A","1999",0.283,
"EST","SOCEXP","PRIV","PC_GDP","A","2000",0.137,
"EST","SOCEXP","PRIV","PC_GDP","A","2001",0.115,
"EST","SOCEXP","PRIV","PC_GDP","A","2002",0.136,
"EST","SOCEXP","PRIV","PC_GDP","A","2003",0.137,
"EST","SOCEXP","PRIV","PC_GDP","A","2004",0.137,
"EST","SOCEXP","PRIV","PC_GDP","A","2005",0.129,
"EST","SOCEXP","PRIV","PC_GDP","A","2006",0.052,
"EST","SOCEXP","PRIV","PC_GDP","A","2007",0.07,
"EST","SOCEXP","PRIV","PC_GDP","A","2008",0.132,
"EST","SOCEXP","PRIV","PC_GDP","A","2009",0.117,
"EST","SOCEXP","PRIV","PC_GDP","A","2010",0.111,
"EST","SOCEXP","PRIV","PC_GDP","A","2011",0.099,
"EST","SOCEXP","PRIV","PC_GDP","A","2012",0.105,
"EST","SOCEXP","PRIV","PC_GDP","A","2013",0.106,
"EST","SOCEXP","PRIV","PC_GDP","A","2014",0.103,
